wine_type,wine_category,food_item,food_category,cuisine,pairing_quality,quality_label,description
Cava,Sparkling,olives and cheese,Salty Snack,French,4,Good,Heuristic pairing assessment.
Champagne,Sparkling,mixed nuts,Salty Snack,Moroccan,2,Poor,Heuristic pairing assessment.
Cava,Sparkling,grilled salmon,Seafood,Chinese (Sichuan),5,Excellent,Crisp acidity suits seafood.
Torrontés,White,Sichuan noodles,Spicy,Middle Eastern,4,Good,Heuristic pairing assessment.
Albariño,White,oysters,Seafood,Ethiopian,5,Excellent,Crisp acidity suits seafood.
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,French,2,Poor,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,Vegetarian,Spanish,2,Poor,Heuristic pairing assessment.
Cabernet Sauvignon,Red,beef stew,Red Meat,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,fondue,Cheese,Thai,2,Poor,Heuristic pairing assessment.
Syrah/Shiraz,Red,grilled ribeye,Red Meat,Argentinian,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,grilled ribeye,Red Meat,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,Indian vindaloo,Spicy,French,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,cheese platter,Cheese,German,3,Neutral,Heuristic pairing assessment.
Viognier,White,fondue,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Viognier,White,alfredo pasta,Creamy,Thai,4,Good,Richer body matches creamy textures.
Ice Wine,Dessert,carbonara,Pork,Spanish,3,Neutral,Richer body matches creamy textures.
Champagne,Sparkling,fish tacos,Seafood,Japanese,5,Excellent,Crisp acidity suits seafood.
Champagne,Sparkling,mac and cheese,Cheese,Italian,3,Neutral,Heuristic pairing assessment.
Syrah/Shiraz,Red,grilled ribeye,Red Meat,Korean,4,Good,Heuristic pairing assessment.
White Zinfandel,Rosé,grilled ribeye,Red Meat,Italian,2,Poor,Heuristic pairing assessment.
Port,Fortified,sorbet,Dessert,American BBQ,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,duck à l’orange,Poultry,Korean,3,Neutral,Heuristic pairing assessment.
Syrah/Shiraz,Red,smoked sausage,Smoky BBQ,Italian,3,Neutral,Heuristic pairing assessment.
Albariño,White,fish tacos,Seafood,Chinese (Sichuan),4,Good,Crisp acidity suits seafood.
Zinfandel,Red,bbq ribs,Smoky BBQ,Indian,4,Good,Heuristic pairing assessment.
Sangiovese,Red,duck à l’orange,Poultry,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,mushroom risotto,Vegetarian,Spanish,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,grilled burger,Smoky BBQ,American BBQ,3,Neutral,Heuristic pairing assessment.
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,olives and cheese,Salty Snack,Moroccan,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,mac and cheese,Cheese,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Cava,Sparkling,olives and cheese,Salty Snack,Japanese,3,Neutral,Heuristic pairing assessment.
Albariño,White,sorbet,Dessert,Ethiopian,3,Neutral,Dry table wine clashes with dessert sweetness.
Torrontés,White,Indian vindaloo,Spicy,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Pinot Noir,Red,roast chicken with herbs,Poultry,Mexican,4,Good,Lighter wines fit poultry.
Sauternes,Dessert,grilled ribeye,Red Meat,Spanish,2,Poor,Heuristic pairing assessment.
Albariño,White,oysters,Seafood,Japanese,5,Excellent,Crisp acidity suits seafood.
Albariño,White,chocolate mousse,Dessert,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Zinfandel,Red,grilled ribeye,Red Meat,Korean,4,Good,Heuristic pairing assessment.
Cava,Sparkling,fondue,Cheese,French,3,Neutral,Heuristic pairing assessment.
Madeira,Fortified,sorbet,Dessert,Greek,3,Neutral,Heuristic pairing assessment.
Barbera,Red,mac and cheese,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Albariño,White,shrimp scampi,Seafood,Spanish,4,Good,Crisp acidity suits seafood.
Sauternes,Dessert,shrimp scampi,Seafood,Ethiopian,2,Poor,Tannic reds clash with delicate seafood.
Madeira,Fortified,sorbet,Dessert,Vietnamese,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,stir-fried tofu,Vegetarian,American BBQ,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,lemon tart,Dessert,Greek,5,Excellent,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.
Ice Wine,Dessert,chicken curry,Poultry,French,2,Poor,Heavy wine can dominate poultry.
Grüner Veltliner,White,beef stew,Red Meat,Ethiopian,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,caprese salad,Acidic,Thai,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,Sichuan noodles,Spicy,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,chicken curry,Poultry,Ethiopian,3,Neutral,Lighter wines fit poultry.
Chardonnay,White,fondue,Cheese,American BBQ,3,Neutral,Heuristic pairing assessment.
Merlot,Red,alfredo pasta,Creamy,Middle Eastern,3,Neutral,Too lean for creamy dish.
Cabernet Sauvignon,Red,grilled ribeye,Red Meat,German,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,cheesecake,Dessert,French,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,sorbet,Dessert,Middle Eastern,3,Neutral,Sweet/sparkling pairs with dessert.
Grüner Veltliner,White,cream of mushroom soup,Creamy,Japanese,2,Poor,Too lean for creamy dish.
Riesling (dry),White,Thai curry,Spicy,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,Indian vindaloo,Spicy,Japanese,4,Good,Heuristic pairing assessment.
Viognier,White,fondue,Cheese,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Chardonnay,White,cream of mushroom soup,Creamy,Italian,5,Excellent,Richer body matches creamy textures.
Ice Wine,Dessert,chicken curry,Poultry,Japanese,3,Neutral,Heavy wine can dominate poultry.
Grüner Veltliner,White,shrimp scampi,Seafood,French,3,Neutral,Crisp acidity suits seafood.
Sangiovese,Red,caprese salad,Acidic,German,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,cheese platter,Cheese,Thai,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,gazpacho,Acidic,Korean,4,Good,Acidic wine balances acidic food.
Malbec,Red,bbq ribs,Smoky BBQ,Mexican,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,fish tacos,Seafood,Spanish,3,Neutral,Tannic reds clash with delicate seafood.
Chardonnay,White,duck à l’orange,Poultry,German,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,cheesecake,Dessert,Thai,2,Poor,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,Spanish,4,Good,Heuristic pairing assessment.
Port,Fortified,cheesecake,Dessert,Thai,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,mushroom risotto,Vegetarian,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Sangiovese,Red,citrus salad,Acidic,Spanish,3,Neutral,Acidic wine balances acidic food.
Sauternes,Dessert,bbq ribs,Smoky BBQ,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Pinot Noir,Red,vegetable curry,Vegetarian,Japanese,2,Poor,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,fish tacos,Seafood,Japanese,2,Poor,Tannic reds clash with delicate seafood.
Malbec,Red,bbq ribs,Smoky BBQ,Italian,2,Poor,Heuristic pairing assessment.
Riesling (dry),White,grilled ribeye,Red Meat,Italian,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,gazpacho,Acidic,Korean,3,Neutral,Acidic wine balances acidic food.
Albariño,White,cream of mushroom soup,Creamy,Thai,2,Poor,Too lean for creamy dish.
Nebbiolo,Red,Thai curry,Spicy,Italian,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,smoked sausage,Smoky BBQ,Middle Eastern,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,roast chicken with herbs,Poultry,Korean,4,Good,Lighter wines fit poultry.
Albariño,White,vegetable curry,Vegetarian,Ethiopian,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,caprese salad,Acidic,German,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,pork tenderloin,Pork,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,carbonara,Creamy,Ethiopian,3,Neutral,Too lean for creamy dish.
Viognier,White,bacon burger,Pork,Japanese,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,citrus salad,Acidic,German,5,Excellent,Acidic wine balances acidic food.
Zinfandel,Red,smoked sausage,Smoky BBQ,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,fondue,Cheese,Spanish,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,oysters,Seafood,German,2,Poor,Tannic reds clash with delicate seafood.
Cabernet Sauvignon,Red,grilled ribeye,Red Meat,French,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,chicken curry,Poultry,Moroccan,2,Poor,Heavy wine can dominate poultry.
Ice Wine,Dessert,cheesecake,Dessert,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,alfredo pasta,Creamy,Korean,3,Neutral,Too lean for creamy dish.
Sauvignon Blanc,White,shrimp scampi,Seafood,Indian,4,Good,Crisp acidity suits seafood.
Grenache,Red,alfredo pasta,Creamy,Indian,3,Neutral,Too lean for creamy dish.
Sauternes,Dessert,chocolate mousse,Dessert,Japanese,4,Good,Sweet/sparkling pairs with dessert.
Champagne,Sparkling,grilled salmon,Seafood,Ethiopian,3,Neutral,Crisp acidity suits seafood.
Merlot,Red,charcuterie board,Salty Snack,Indian,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,chocolate mousse,Dessert,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Cabernet Sauvignon,Red,smoked sausage,Smoky BBQ,Italian,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,lemon tart,Dessert,French,5,Excellent,Acidic wine balances acidic food.; Sweet/sparkling pairs with dessert.
Cabernet Sauvignon,Red,grilled burger,Smoky BBQ,French,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,vegetable curry,Vegetarian,Ethiopian,3,Neutral,Heuristic pairing assessment.
Grenache,Red,alfredo pasta,Creamy,Vietnamese,3,Neutral,Too lean for creamy dish.
Torrontés,White,Sichuan noodles,Spicy,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,fish tacos,Seafood,Thai,4,Good,Crisp acidity suits seafood.
Viognier,White,cream of mushroom soup,Creamy,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,Indian vindaloo,Spicy,Japanese,4,Good,Off-dry sweetness calms spice.
Nebbiolo,Red,beef stew,Red Meat,Greek,4,Good,Heuristic pairing assessment.
Grüner Veltliner,White,oysters,Seafood,Moroccan,4,Good,Crisp acidity suits seafood.
Grüner Veltliner,White,mushroom risotto,Vegetarian,Moroccan,4,Good,Heuristic pairing assessment.
Viognier,White,carbonara,Creamy,Vietnamese,4,Good,Richer body matches creamy textures.
Gewürztraminer,White,Sichuan noodles,Spicy,Spanish,2,Poor,Heuristic pairing assessment.
Merlot,Red,bacon burger,Pork,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Merlot,Red,charcuterie board,Salty Snack,Korean,2,Poor,Heuristic pairing assessment.
Merlot,Red,olives and cheese,Salty Snack,Argentinian,4,Good,Heuristic pairing assessment.
Albariño,White,cream of mushroom soup,Creamy,Thai,3,Neutral,Too lean for creamy dish.
Port,Fortified,beef stew,Red Meat,Korean,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,roast chicken with herbs,Poultry,Indian,3,Neutral,Heavy wine can dominate poultry.
Ice Wine,Dessert,grilled ribeye,Red Meat,Indian,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,vegetable curry,Vegetarian,Mexican,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,duck à l’orange,Poultry,Middle Eastern,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,oysters,Seafood,Ethiopian,2,Poor,Tannic reds clash with delicate seafood.
Riesling (dry),White,grilled ribeye,Red Meat,Ethiopian,3,Neutral,Heuristic pairing assessment.
Grenache,Red,bacon burger,Pork,Greek,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,fish tacos,Seafood,French,1,Terrible,Tannic reds clash with delicate seafood.
Sauvignon Blanc,White,grilled salmon,Seafood,French,5,Excellent,Crisp acidity suits seafood.
Zinfandel,Red,gazpacho,Acidic,Indian,4,Good,Acidic wine balances acidic food.
Cabernet Sauvignon,Red,grilled ribeye,Red Meat,Mexican,4,Good,Heuristic pairing assessment.
Grenache,Red,beef stew,Red Meat,Moroccan,3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,mixed nuts,Salty Snack,Korean,3,Neutral,Heuristic pairing assessment.
Chardonnay,White,mac and cheese,Cheese,Argentinian,2,Poor,Heuristic pairing assessment.
Gewürztraminer,White,bbq brisket,Red Meat,Chinese (Sichuan),2,Poor,Delicate wine overwhelmed by red meat.
Grenache,Red,charcuterie board,Salty Snack,Vietnamese,2,Poor,Heuristic pairing assessment.
Chardonnay,White,mac and cheese,Cheese,Thai,4,Good,Heuristic pairing assessment.
Ice Wine,Dessert,sorbet,Dessert,Argentinian,5,Excellent,Sweet/sparkling pairs with dessert.
White Zinfandel,Rosé,grilled ribeye,Red Meat,Ethiopian,4,Good,Heuristic pairing assessment.
Viognier,White,cream of mushroom soup,Creamy,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Cava,Sparkling,charcuterie board,Salty Snack,Spanish,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,vegetable curry,Vegetarian,Korean,3,Neutral,Heuristic pairing assessment.
Madeira,Fortified,cheese platter,Cheese,Argentinian,4,Good,Heuristic pairing assessment.
Madeira,Fortified,fondue,Cheese,Italian,2,Poor,Heuristic pairing assessment.
Port,Fortified,lemon tart,Dessert,Indian,3,Neutral,Low-acid wine seems flabby vs acids.
White Zinfandel,Rosé,grilled ribeye,Red Meat,Moroccan,2,Poor,Heuristic pairing assessment.
Chardonnay,White,cream of mushroom soup,Creamy,Korean,5,Excellent,Idealized perfect pairing example for contrast.
Champagne,Sparkling,olives and cheese,Salty Snack,Indian,2,Poor,Heuristic pairing assessment.
Sauternes,Dessert,vegetable curry,Vegetarian,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Cava,Sparkling,shrimp scampi,Seafood,Mexican,4,Good,Crisp acidity suits seafood.
Malbec,Red,beef stew,Red Meat,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
Sangiovese,Red,gazpacho,Acidic,Moroccan,4,Good,Acidic wine balances acidic food.
Nebbiolo,Red,bacon burger,Pork,American BBQ,4,Good,Heuristic pairing assessment.
Viognier,White,cheese platter,Cheese,Greek,3,Neutral,Heuristic pairing assessment.
Grenache,Red,charcuterie board,Salty Snack,Argentinian,3,Neutral,Heuristic pairing assessment.
Riesling (dry),White,fondue,Cheese,Vietnamese,3,Neutral,Heuristic pairing assessment.
Viognier,White,mac and cheese,Cheese,Spanish,2,Poor,Heuristic pairing assessment.
Grenache,Red,alfredo pasta,Creamy,German,1,Terrible,Too lean for creamy dish.
Ice Wine,Dessert,carbonara,Pork,Korean,4,Good,Richer body matches creamy textures.
Nebbiolo,Red,grilled salmon,Seafood,Japanese,1,Terrible,Tannic reds clash with delicate seafood.
Sangiovese,Red,stir-fried tofu,Vegetarian,French,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,vegetable curry,Vegetarian,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,shrimp scampi,Seafood,German,1,Terrible,Tannic reds clash with delicate seafood.
Sauternes,Dessert,duck à l’orange,Poultry,German,3,Neutral,Heuristic pairing assessment.
Merlot,Red,charcuterie board,Salty Snack,Thai,4,Good,Heuristic pairing assessment.
Zinfandel,Red,smoked sausage,Smoky BBQ,Japanese,3,Neutral,Heuristic pairing assessment.
Gamay (Beaujolais),Red,shrimp scampi,Seafood,Ethiopian,3,Neutral,Tannic reds clash with delicate seafood.
Cabernet Sauvignon,Red,citrus salad,Acidic,Italian,4,Good,Acidic wine balances acidic food.
Cava,Sparkling,olives and cheese,Salty Snack,German,4,Good,Heuristic pairing assessment.
Cava,Sparkling,fish tacos,Seafood,Middle Eastern,3,Neutral,Crisp acidity suits seafood.
Malbec,Red,smoked sausage,Smoky BBQ,Korean,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,shrimp scampi,Seafood,Greek,5,Excellent,Crisp acidity suits seafood.
Ice Wine,Dessert,pork tenderloin,Pork,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,Sichuan noodles,Spicy,Argentinian,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,vegetable curry,Vegetarian,Mexican,3,Neutral,Heuristic pairing assessment.
Port,Fortified,lemon tart,Dessert,German,5,Excellent,Idealized perfect pairing example for contrast.
Viognier,White,duck à l’orange,Poultry,Greek,3,Neutral,Heuristic pairing assessment.
Torrontés,White,Thai curry,Spicy,Italian,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,mushroom risotto,Vegetarian,Ethiopian,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,duck à l’orange,Poultry,American BBQ,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,chicken curry,Poultry,Middle Eastern,1,Terrible,Heavy wine can dominate poultry.
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,Moroccan,3,Neutral,Heuristic pairing assessment.
Albariño,White,lemon tart,Dessert,Thai,2,Poor,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Sangiovese,Red,stir-fried tofu,Vegetarian,Mexican,3,Neutral,Heuristic pairing assessment.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Japanese,4,Good,Heuristic pairing assessment.
Pinot Noir,Red,caprese salad,Acidic,Moroccan,4,Good,Heuristic pairing assessment.
Cava,Sparkling,shrimp scampi,Seafood,French,4,Good,Crisp acidity suits seafood.
Nebbiolo,Red,bbq brisket,Red Meat,Greek,3,Neutral,Tannic red complements red meat fat.
Madeira,Fortified,cheesecake,Dessert,Mexican,3,Neutral,Heuristic pairing assessment.
Nebbiolo,Red,Thai curry,Spicy,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,Thai curry,Spicy,Indian,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,grilled salmon,Seafood,German,3,Neutral,Crisp acidity suits seafood.
Nebbiolo,Red,Thai curry,Spicy,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,chocolate mousse,Dessert,Korean,2,Poor,Dry table wine clashes with dessert sweetness.
Cava,Sparkling,fish tacos,Seafood,French,4,Good,Crisp acidity suits seafood.
Port,Fortified,fondue,Cheese,Korean,3,Neutral,Heuristic pairing assessment.
Sangiovese,Red,mushroom risotto,Vegetarian,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,vegetable curry,Vegetarian,Vietnamese,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,lemon tart,Dessert,Argentinian,3,Neutral,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Ice Wine,Dessert,cheesecake,Dessert,Korean,5,Excellent,Sweet/sparkling pairs with dessert.
Viognier,White,chicken curry,Poultry,Thai,1,Terrible,Deliberately bad pairing example for contrast.
